word,reading,meaning,level
戯画,ぎが,caricature / cartoon / comics,
技巧,ぎこう,technique / finesse,
技術者,ぎじゅつしゃ,engineer / technical expert / technician,
技術的,ぎじゅつてき,technical / technological,
技術力,ぎじゅつりょく,technical prowess / technical ability / technical finesse,
技法,ぎほう,technique,
技量,ぎりょう,ability / competency / talent,
欺瞞,ぎまん,deception / deceit,
犠牲者,ぎせいしゃ,victim (esp. someone killed) / casualty,
疑い,うたがい,doubt / question / uncertainty,
疑義,ぎぎ,doubt,
疑獄,ぎごく,bribery scandal / graft case,
疑心,ぎしん,doubt / suspicion / fear,
疑念,ぎねん,doubt / suspicion / misgivings,
疑問符,ぎもんふ,question mark,
義援金,ぎえんきん,donation money (esp. disaster relief or charity) / contribution,
義兄,ぎけい,brother-in-law (spouse's older brother or older sister's husband),
義姉,ぎし,sister-in-law (spouse's older sister or older brother's wife),
義歯,ぎし,artificial tooth,
義足,ぎそく,artificial leg,
義弟,ぎてい,brother-in-law (spouse's younger brother or younger sister's husband),
義父,ぎふ,father-in-law,
義母,ぎぼ,mother-in-law,
義妹,ぎまい,sister-in-law (spouse's younger sister or younger brother's wife),
義務教育,ぎむきょういく,compulsory education,
議院,ぎいん,parliament / congress / diet,
議事,ぎじ,"proceedings (e.g. parliament, congress) / business (of the day)",
議事録,ぎじろく,record of proceedings / minutes,
議場,ぎじょう,assembly hall / the House,
議席,ぎせき,parliamentary seat,
菊花,きっか,chrysanthemum flower,
吉兆,きっちょう,lucky omen / good omen,
吉報,きっぽう,good news,
喫煙,きつえん,smoking (tobacco),
詰問,きつもん,cross-examination / close questioning / demanding an explanation,
却下,きゃっか,rejection / dismissal,
客員,きゃくいん,guest member / associate member / honorary member,
客引き,きゃくひき,touting / soliciting / luring,
客演,きゃくえん,guest appearance,
客観的,きゃっかんてき,objective,
客室,きゃくしつ,guest room (at a hotel) / guest cabin (on a boat) / passenger cabin (on a plane),
客船,きゃくせん,passenger boat,
虐殺,ぎゃくさつ,slaughter / massacre,
虐待,ぎゃくたい,abuse / ill-treatment / maltreatment,
逆境,ぎゃっきょう,adverse circumstances / unfortunate situation / adversity,
逆効果,ぎゃくこうか,opposite effect / adverse effect / backfiring,
逆行,ぎゃっこう,backward movement / reverse movement / going backwards,
逆算,ぎゃくさん,counting backwards / calculating backwards,
逆襲,ぎゃくしゅう,counterattack,
逆説,ぎゃくせつ,paradox,
逆探知,ぎゃくたんち,phone trace / detecting the source of a telephone call,
逆なで,さかなで,rubbing (someone) the wrong way / irritating (someone),
逆風,ぎゃくふう,headwind / adverse wind,
逆戻り,ぎゃくもどり,retrogression / reversal / relapse,
逆輸入,ぎゃくゆにゅう,reimportation / reimport / reverse import,
逆流,ぎゃくりゅう,backward flow / backflow / countercurrent,
仇討ち,あだうち,vengeance / revenge / retaliation,
敵討ち,かたきうち,vengeance / revenge / retaliation,
休演,きゅうえん,suspending performance,
休会,きゅうかい,adjournment / recess,
休刊,きゅうかん,suspension of publication,
休憩時間,きゅうけいじかん,rest period / intermission / break time,
休憩所,きゅうけいじょ,rest area / rest stop / service area (next to a highway),
休校,きゅうこう,(temporary) closure of school,
休止,きゅうし,pause / suspension / rest,
休場,きゅうじょう,"(temporary) closure (of a theater, entertainment venue, etc.)",
休職,きゅうしょく,temporary retirement / leave of absence / suspension from office,
休診,きゅうしん,"being closed (of a clinic, doctor's office, etc.) / not seeing patients / not accepting patients",
休日,きゅうじつ,holiday / day off,
休眠,きゅうみん,dormancy / quiescence,
及び腰,およびごし,bent back,
及第,きゅうだい,passing (an examination) / making the grade,
吸引,きゅういん,absorption / suction / aspiration,
吸気,きゅうき,inhalation (of air) / inhaled air,
吸血鬼,きゅうけつき,vampire / bloodsucker,
吸着,きゅうちゃく,adhesion (by suction) / attachment / sticking to,
吸入,きゅうにゅう,inhalation,
宮中,きゅうちゅう,imperial court,
宮廷,きゅうてい,imperial court / royal court,
宮内庁,くないちょう,Imperial Household Agency,
弓道,きゅうどう,kyudo / Japanese archery,
弓矢,ゆみや,bow and arrow,
急ぎ,いそぎ,haste / hurry / expedition,
急ぎ足,いそぎあし,fast pace / quick pace,
急患,きゅうかん,emergency case,
急降下,きゅうこうか,sudden drop / sharp fall / nosedive,
急死,きゅうし,sudden death,
急襲,きゅうしゅう,raid / assault / descent,
急所,きゅうしょ,vital part (of the body) / tender spot / weak point,
急場,きゅうば,emergency / crisis / critical moment,
急進,きゅうしん,rapid progress / radical progress,
急逝,きゅうせい,sudden death / unexpected death,
急増,きゅうぞう,rapid increase / sharp rise / proliferation,
急造,きゅうぞう,hurried construction / hurried production / hasty manufacture,
急騰,きゅうとう,sudden rise (in price) / sharp rise / jump,
急病,きゅうびょう,sudden illness,
急変,きゅうへん,sudden turn / sudden change,
急務,きゅうむ,urgent business / pressing need / imperative,
急用,きゅうよう,urgent business,
急落,きゅうらく,sudden fall / sharp fall / sudden drop,
急流,きゅうりゅう,swift current / rapids,
救急,きゅうきゅう,first-aid / emergency (aid),
救急車,きゅうきゅうしゃ,ambulance,
救急箱,きゅうきゅうばこ,first-aid kit,
救護,きゅうご,relief / aid,
救出,きゅうしゅつ,rescue / extricate / reclaim,
救世,きゅうせい,salvation,
救世軍,きゅうせいぐん,Salvation Army,
救世主,きゅうせいしゅ,saviour / savior / messiah,
救難,きゅうなん,rescue / salvage,
救命,きゅうめい,lifesaving,
求愛,きゅうあい,courting / wooing / making advances,
求刑,きゅうけい,recommended sentence / prosecution's demand for punishment,
求職,きゅうしょく,job hunting / seeking employment,
求心力,きゅうしんりょく,unifying force / cohesive power,
求人,きゅうじん,recruiting / job offer / job vacancy,
求道,きゅうどう,seeking after truth,
泣き,なき,weeping / lamenting,
泣き所,なきどころ,weak point / vulnerable point / Achilles' heel,
泣き声,なきごえ,cry (e.g. of a baby) / sob / whine,
泣き寝入り,なきねいり,crying oneself to sleep,
球技,きゅうぎ,"ball game (e.g. baseball, tennis, soccer)",
球菌,きゅうきん,coccus,
球形,きゅうけい,globular shape / spherical shape,
球場,きゅうじょう,baseball stadium / ballpark,
球状,きゅうじょう,spherical / globular / globe-shaped,
球体,きゅうたい,sphere / globe / orb,
球団,きゅうだん,baseball team,
究明,きゅうめい,investigation (esp. in academic and scientific contexts) / finding out the facts / bringing (a matter) to light,
窮状,きゅうじょう,distress / wretched condition,
窮地,きゅうち,dilemma / predicament,
級友,きゅうゆう,classmate / friend in the same class,
糾合,きゅうごう,rally / muster,
糾弾,きゅうだん,censure / denunciation / (verbal) attack,
給水,きゅうすい,water supply / supplied water / water refill,
給湯,きゅうとう,hot-water supply,
給付,きゅうふ,provision (of money or goods) / furnishing / conferral,
給油,きゅうゆ,"refueling (a car, plane, etc.)",
給料日,きゅうりょうび,payday / pay day,
旧家,きゅうか,old family / old-established family,
旧作,きゅうさく,old work / existing work,
旧式,きゅうしき,old type / old style,
旧制,きゅうせい,old system / old order,
旧姓,きゅうせい,one's original family name / maiden name,
旧正月,きゅうしょうがつ,lunar New Year (esp. the Chinese New Year),
旧態,きゅうたい,old state of affairs,
旧都,きゅうと,old capital / former capital,
旧法,きゅうほう,old law,
旧盆,きゅうぼん,Bon Festival of the lunar calendar,
旧名,きゅうめい,former name / maiden name,
旧約,きゅうやく,old promise / old agreement / old covenant,
旧友,きゅうゆう,old friend / old pal,
旧来,きゅうらい,traditional / from ancient times / formerly,
旧暦,きゅうれき,Japan's old (lunisolar) calendar,
牛舎,ぎゅうしゃ,cow shed / cattle barn,
牛馬,ぎゅうば,horses and cattle,
去る,さる,"last ... (e.g. ""last April"")",
去就,きょしゅう,leaving or staying,
去勢,きょせい,castration / neutering / gelding,
去来,きょらい,coming and going / recurring (esp. thoughts),
居候,いそうろう,lodger who pays nothing for room and board / freeloader / sponger,
居座り,いすわり,remaining,
居残り,いのこり,working overtime,
居酒屋,いざかや,"izakaya / tavern, bar, etc. that also serves various dishes and snacks",
居所,いどころ,whereabouts / address,
居留,きょりゅう,residence / reside,
巨額,きょがく,huge sum (esp. of money) / enormous sum / massive amount,
巨漢,きょかん,giant,
巨視的,きょしてき,macroscopic,
巨匠,きょしょう,master / masterhand / maestro,
巨人,きょじん,giant / great man,
巨星,きょせい,great person / giant / superstar,
巨体,きょたい,huge body / large build,
巨費,きょひ,enormous expenditure / huge expense / huge outlay,
巨利,きょり,huge profit,
拒食症,きょしょくしょう,anorexia,
拒絶反応,きょぜつはんのう,strong reaction (against),
拒否権,きょひけん,right of veto,
拠点,きょてん,base (of operations) / site / location,
挙行,きょこう,celebration (of ceremony) / solemnization (e.g. of a marriage) / solemnisation,
挙国,きょこく,the whole nation,
挙式,きょしき,holding a ceremony / wedding ceremony,
挙手,きょしゅ,raising one's hand / show of hands (e.g. for a vote),
挙党,きょとう,whole party / party as a whole,
挙動,きょどう,conduct / behavior / behaviour,
虚々実々,きょきょじつじつ,full of wiles and tricks / match between persons equal in shrewdness mobilizing all the tricks each can muster / shrewdly avoiding the opponent's strong points and attacking its weaknesses,
虚栄,きょえい,vanity / vainglory,
虚偽,きょぎ,falsehood / untruth / lie,
虚空,こくう,empty space / empty sky,
虚言,きょげん,falsehood / lie,
虚構,きょこう,fiction / fabrication / concoction,
