word,reading,meaning,level
高熱,こうねつ,고열,
高波,たかなみ,높은 파도,
高配,こうはい,당신의 배려,
高飛車,たかびしゃ,고압적,
高品質,こうひんしつ,고품질,
高峰,こうほう,고산,
高密度,こうみつど,고밀도,
高野豆腐,こうやどうふ,동결건조 두부,
高揚,こうよう,기분 고양,
高齢,こうれい,고령,
剛毅,ごうき,인내력,
剛健,ごうけん,활력,
号外,ごうがい,신문 특보,
号泣,ごうきゅう,큰 울음소리,
号数,ごうすう,간행물 수량,
号砲,ごうほう,신호탄,
号令,ごうれい,명령,
合いの手,あいのて,중간 연주,
合羽,かっぱ,비옷,
合憲,ごうけん,합헌성,
合作,がっさく,협력,
合算,がっさん,합계,
合宿,がっしゅく,동거,
合唱団,がっしょうだん,합창단,
合掌,がっしょう,합장,
合成語,ごうせいご,합성어,
合成樹脂,ごうせいじゅし,플라스틱,
合成繊維,ごうせいせんい,합성 섬유,
合戦,かっせん,전투,
合奏,がっそう,앙상블,
合体,がったい,연합,
合否,ごうひ,성패,
合弁,ごうべん,공동 경영,
合法,ごうほう,법률의,
合法的,ごうほうてき,법률의,
合理化,ごうりか,합리화,
合理的,ごうりてき,합리적인,
合力,ごうりょく,합력,
拷問,ごうもん,고문,
豪雨,ごうう,호우,
豪華版,ごうかばん,특별판,
豪快,ごうかい,건강한,
豪傑,ごうけつ,영웅,
豪語,ごうご,자랑,
豪商,ごうしょう,부유한 상인,
豪雪,ごうせつ,대설,
豪族,ごうぞく,유력 가문,
豪放,ごうほう,관대한,
克明,こくめい,상세한,
刻み,きざみ,잘게 썬,
刻印,こくいん,도장 새기기,
告示,こくじ,통지,
告知,こくち,통지,
告発,こくはつ,기소장,
告別,こくべつ,작별,
国威,こくい,국가 위신,
国営,こくえい,정부 경영,
国益,こくえき,국익,
国歌,こっか,국가,
国花,こっか,국화,
国会議員,こっかいぎいん,국회의원,
国会議事堂,こっかいぎじどう,국회의사당,
国外,こくがい,해외,
国旗,こっき,국기,
国技,こくぎ,국기 스포츠,
国教,こっきょう,국교,
国慶節,こっけいせつ,건국 기념일,
国庫,こっこ,국고,
国債,こくさい,국채,
国際化,こくさいか,국제화,
国際的,こくさいてき,국제적인,
国際法,こくさいほう,국제법,
国策,こくさく,국가 정책,
国史,こくし,국사,
国士,こくし,저명한 시민,
国事,こくじ,국정,
国書,こくしょ,국가 수반의 외교 메시지,
国粋,こくすい,국민성,
国粋主義,こくすいしゅぎ,국수주의,
国是,こくぜ,국가 정책,
国勢,こくせい,국가 상태,
国政,こくせい,국정 정치,
国税,こくぜい,국세,
国税局,こくぜいきょく,세무서,
国税庁,こくぜいちょう,국세청(일본),
国葬,こくそう,국장,
国鉄,こくてつ,국철,
国電,こくでん,국철 도시 전철,
国道,こくどう,국도,
国内,こくない,국내,
国費,こくひ,국가 지출,
国賓,こくひん,국빈,
国富,こくふ,국부,
国文,こくぶん,국문학,
国宝,こくほう,국보,
国務,こくむ,국사,
国務省,こくむしょう,미 국무부,
国務大臣,こくむだいじん,국무장관,
国務長官,こくむちょうかん,국무장관,
国名,こくめい,국명,
穀倉,こくそう,곡창,
穀類,こくるい,곡물,
酷寒,こっかん,한파,
酷使,こくし,착취,
酷似,こくじ,유사한,
酷暑,こくしょ,극심한 더위,
酷評,こくひょう,혹평,
黒い霧,くろいきり,짙은 안개,
黒鉛,こくえん,흑연,
黒海,こっかい,흑해,
黒光り,くろびかり,검은 광택,
黒砂糖,くろざとう,흑설탕,
黒山,くろやま,대중,
黒子,ほくろ,점,
黒松,くろまつ,흑송,
黒色,くろいろ,검은색,
黒人,こくじん,흑인,
黒星,くろぼし,검은 점,
黒船,くろふね,외국 교란자,
黒地,くろじ,검은 땅,
黒潮,くろしお,쿠로시오 해류,
黒点,こくてん,검은 점,
黒塗り,くろぬり,검게 된,
黒土,こくど,흑색 테라코타,
黒猫,くろねこ,검은 고양이,
黒幕,くろまく,검은 커튼,
黒木,くろき,껍질 벗기지 않은 목재,
獄中,ごくちゅう,수감 중,
腰痛,ようつう,허리 통증,
腰部,ようぶ,허리,
骨格,こっかく,골격,
骨子,こっし,요점,
骨髄,こつずい,심장 핵심,
骨組み,ほねぐみ,골격,
骨董,こっとう,골동품,
骨肉,こつにく,친족,
骨抜き,ほねぬき,뼈 발라내기,
今夏,こんか,이번 여름,
今期,こんき,이번 학기,
今頃,いまごろ,이 무렵,
今時,いまどき,요즘,
今秋,こんしゅう,이번 가을,
今春,こんしゅん,이번 봄,
今宵,こよい,오늘 저녁,
今日的,こんにちてき,현대의,
今般,こんぱん,지금,
今風,いまふう,현대의,
今様,いまよう,현대식,
困窮,こんきゅう,빈곤,
困惑,こんわく,당황,
婚儀,こんぎ,결혼식,
婚礼,こんれい,결혼식,
懇意,こんい,우정,
懇願,こんがん,간청,
懇親,こんしん,우정,
懇請,こんせい,호소,
懇切,こんせつ,친절하고 세심한 지도,
懇談,こんだん,친근한 대화,
懇話,こんわ,친근한 이야기,
昏睡,こんすい,깊은 잠,
根っから,ねっから,본래,
根幹,こんかん,기초,
根拠地,こんきょち,거점,
根源,こんげん,뿌리,
根治,こんじ,완치,
根城,ねじろ,요새,
根性,こんじょう,의지력,
根絶,こんぜつ,근절,
根負け,こんまけ,상대의 끈기에 지다,
根本的,こんぽんてき,근본적인,
梱包,こんぽう,포장,
混ぜ物,まぜもの,혼합물,
混在,こんざい,공존,
混信,こんしん,혼잡,
混成,こんせい,혼성,
混声,こんせい,혼성 음성,
混戦,こんせん,혼란스러운 싸움,
混沌,こんとん,혼돈,
混入,こんにゅう,혼합,
混紡,こんぼう,혼합사,
混迷,こんめい,혼란,
痕跡,こんせき,흔적,
紺碧,こんぺき,짙은 파랑,
魂胆,こんたん,숨은 동기,
些細,ささい,사소한,
左官,さかん,미장공,
左岸,さがん,강 좌안,
左記,さき,아래에 언급된,
左舷,さげん,선박 좌현,
左手,ひだりて,왼손,
左上,ひだりうえ,왼쪽 위,
左折,させつ,좌회전,
左遷,させん,강등,
左前,ひだりまえ,왼 섶을 안으로 들어가게 입는 일.,
左足,ひだりあし,왼발,
左党,さとう,음주자,
左翼,さよく,왼쪽 날개,
差し止め,さしとめ,금지,
差益,さえき,한계 이익,
査察,ささつ,검사,
査証,さしょう,비자,
査定,さてい,평가,
査問,さもん,조사,
沙汰,さた,사건,
砂岩,さがん,사암,
砂丘,さきゅう,모래언덕,
砂時計,すなどけい,모래시계,
砂場,すなば,모래밭,
砂地,すなじ,모래 토양,
砂浜,すなはま,모래 해변,
砂防,さぼう,침식 방지,
詐欺師,さぎし,사기꾼,
詐取,さしゅ,사기,
詐称,さしょう,허위 진술,
鎖国,さこく,국가 고립,
座り込み,すわりこみ,좌석 점거 시위,
座右,ざゆう,곁에,
座長,ざちょう,회장,
座標軸,ざひょうじく,좌표 축,
挫折,ざせつ,좌절,
債権,さいけん,신용,
債務,さいむ,부채,
催し物,もよおしもの,오락 프로그램,
催眠,さいみん,최면술,
催眠術,さいみんじゅつ,최면술,
再演,さいえん,재상영,
再開,さいかい,재개장,
再確認,さいかくにん,재확인,
再起,さいき,복귀,
再興,さいこう,부흥,
再検討,さいけんとう,재검사,
再考,さいこう,재고,
再婚,さいこん,재혼,
再出発,さいしゅっぱつ,재시작,
再審,さいしん,검토,
再生産,さいせいさん,재생산,
再選,さいせん,재선,
再調査,さいちょうさ,재검사,
再度,さいど,두 번째,
再読,さいどく,재독,
再任,さいにん,재임명,
再燃,さいねん,재발,
再配置,さいはいち,재배열,
再版,さいはん,재인쇄,
再犯,さいはん,재범,
再販,さいはん,재판매,
再分配,さいぶんぱい,재분배,
再編,さいへん,재조직,
再保険,さいほけん,재보험,
再来,さいらい,돌아옴,
再録,さいろく,재인쇄,
最愛,さいあい,사랑하는 사람,
最悪,さいあく,최악의,
最寄り,もより,가장 가까운,
最期,さいご,임종,
最強,さいきょう,가장 강한,
最古,さいこ,최고령,
最高裁,さいこうさい,대법원,
最高潮,さいこうちょう,절정,
最高峰,さいこうほう,최고봉,
最小,さいしょう,가장 작은,
最小限,さいしょうげん,최소,
最小限度,さいしょうげんど,최소,
最少,さいしょう,가장 적은,
最新,さいしん,최신,
最盛期,さいせいき,황금기,
最先端,さいせんたん,최첨단,
最前線,さいぜんせん,최전선,
最大,さいだい,가장 큰,
最短,さいたん,가장 짧은,
最低限,さいていげん,최소,
最適,さいてき,가장 적합한,
最良,さいりょう,최고의,
妻子,さいし,가족,
妻帯,さいたい,아내가 있는,
宰相,さいしょう,총리,
彩り,いろどり,채색,
彩色,さいしき,채색,
才覚,さいかく,재치,
才気,さいき,지혜,
才人,さいじん,재능 있는 사람,
採血,さいけつ,채혈,
採取,さいしゅ,따기,
採炭,さいたん,탄광 채굴,
採否,さいひ,채택 또는 거부,
歳月,さいげつ,시간,
歳出,さいしゅつ,연간 지출,
歳入,さいにゅう,연간 수입,
歳費,さいひ,연간 지출,
歳暮,せいぼ,연말 선물,
歳末,さいまつ,연말,
災い,わざわい,재해,
砕石,さいせき,쇄석,
祭神,さいじん,모신 신,
祭壇,さいだん,제단,
祭典,さいてん,축제,
祭礼,さいれい,종교 축제,
祭祀,さいし,의식,
斎場,さいじょう,장례식장,
細々,こまごま,자세히,
細か,こまか,작은,
細心,さいしん,꼼꼼한,
細身,ほそみ,좁은 칼날,
細雪,ささめゆき,가벼운 눈,
細部,さいぶ,세부사항,
細分,さいぶん,세분,
細密,さいみつ,상세 지식,
細面,ほそおもて,갸름한 얼굴,
細目,さいもく,세부사항,
菜園,さいえん,채소밭,
菜種,なたね,유채,
菜食,さいしょく,채식,
裁き,さばき,판단,
裁決,さいけつ,결정,
裁断,さいだん,자르기,
裁判官,さいばんかん,판사,
裁判所,さいばんしょ,법원,
裁量,さいりょう,재량,
際限,さいげん,한계,
在位,ざいい,통치,
在外,ざいがい,해외,
在職,ざいしょく,재임 중,
在籍,ざいせき,재학 중,
在宅,ざいたく,집에 있음,
在日,ざいにち,일본 거주 외국인,
在任,ざいにん,재임 중,
在来,ざいらい,기존의,
在留,ざいりゅう,거주 중,
材質,ざいしつ,재료,
罪悪,ざいあく,범죄,
罪状,ざいじょう,범죄 성격,
罪人,ざいにん,범죄자,
財界,ざいかい,금융계,
財政難,ざいせいなん,경제적 어려움,
財団,ざいだん,재단,
財閥,ざいばつ,부자,
財宝,ざいほう,보물,
財務,ざいむ,재정 업무,
財力,ざいりょく,재정력,
冴え,さえ,명료함,
坂道,さかみち,산길,
阪神,はんしん,오사카-고베,
造り酒屋,つくりざかや,주조업자,
作り笑い,つくりわらい,억지 웃음,
作り物,つくりもの,인공 제품,
作り話,つくりばなし,허구,
作為,さくい,인공성,
作歌,さっか,노래나 시 쓰기,
作曲家,さっきょくか,작곡가,
作詞,さくし,노랫말,
作詩,さくし,운문법,
作動,さどう,수술,
作風,さくふう,스타일,
作柄,さくがら,작황,
削り節,けずりぶし,가쓰오부시,
搾取,さくしゅ,착취,
搾乳,さくにゅう,젖 짜기,
昨今,さっこん,요즘,
昨春,さくしゅん,지난 봄,
昨年,さくねん,지난 해,
昨晩,さくばん,지난 밤,
策士,さくし,전략가,
策定,さくてい,계획 수립,
策謀,さくぼう,전략,
策略,さくりゃく,전략,
錯綜,さくそう,복잡해짐,
錯乱,さくらん,혼란,
桜ん坊,さくらんぼ,벚나무 열매,
冊子,さっし,책,
草紙,そうし,서면 작품,
冊数,さっすう,책 수,
刷新,さっしん,개혁,
察し,さっし,배려,
察知,さっち,감지하다,
札束,さつたば,지폐 묶음,
殺し,ころし,살인,
殺し屋,ころしや,전문 살인자,
殺し文句,ころしもんく,결정적 순간,
殺意,さつい,살의,
殺害,さつがい,살해,
殺気,さっき,피에 대한 갈망,
殺菌,さっきん,불임 수술,
殺傷,さっしょう,살상,
殺陣,たて,검술 대결,
殺生,せっしょう,살해,
殺虫,さっちゅう,해충 퇴치,
殺虫剤,さっちゅうざい,살충제,
殺到,さっとう,돌진,
殺風景,さっぷうけい,음울한,
さつま芋,さつまいも,고구마,
雑学,ざつがく,잡다한 지식,
雑居,ざっきょ,동거,
雑菌,ざっきん,미생물,
雑事,ざつじ,잡다한 일,
雑煮,ぞうに,떡국,
雑種,ざっしゅ,혼합형,
雑炊,ぞうすい,야채 된장국,
雑草,ざっそう,잡초,
雑多,ざった,잡다한,
雑費,ざっぴ,잡비,
雑木林,ぞうきばやし,잡목 숲,
雑用,ざつよう,집안일,
皿洗い,さらあらい,설거지,
三つ折り,みつおり,삼중의,
三位一体,さんみいったい,삼분의 일,
三が日,さんがにち,설날 첫 사흘,
三回,さんかい,세 번,
三角関係,さんかくかんけい,삼각관계,
三脚,さんきゃく,삼각대,
三曲,さんきょく,삼중주,
三軍,さんぐん,대군,
三権,さんけん,삼권 분립,
三校,さんこう,세 번째 교정,
三尺,さんじゃく,삼자(일본 길이 단위),
三重殺,さんじゅうさつ,트리플 플레이,
三重奏,さんじゅうそう,삼중주,
三春,さんしゅん,봄 세 달,
三女,さんじょ,셋째 딸,
三省,さんせい,잦은 반성,
三色,さんしょく,삼색,
三食,さんしょく,세 끼 식사,
三人,さんにん,세 사람,
三選,さんせん,3선 선거,
三体,さんたい,세 가지 서체,
三男,さんなん,세 아들,
三等,さんとう,3등급,
三拍子,さんびょうし,세 가지 필수품,
三文,さんもん,삼전 동전,
三本,さんぼん,세 개(긴 원통형),
三枚,さんまい,"세 장(종이, 천 등)",
三枚目,さんまいめ,코미디언,
三面,さんめん,세 면,
三役,さんやく,삼관왕,
三流,さんりゅう,삼류,
三輪,さんりん,세 바퀴,
三輪車,さんりんしゃ,삼륜차,
傘下,さんか,소속된,
参院,さんいん,참의원,
参加者,さんかしゃ,참가자,
参画,さんかく,참여,
参賀,さんが,궁중 축하 방문,
参会,さんかい,참석,
参観,さんかん,방문,
参詣,さんけい,사찰 방문,
参考書,さんこうしょ,참고서,
参事,さんじ,비서,
参事官,さんじかん,의원,
参集,さんしゅう,집합,
参政権,さんせいけん,선거권,
参戦,さんせん,전쟁 참여,
参道,さんどう,신사 진입로,
参入,さんにゅう,시장 진입,
参拝,さんぱい,참배,
